club,player,comment,post,caption,sentiment_score,sentiment,explanation,translation
villareal,Pape Gueye,@p.gueye24 🔥🙌,https://www.instagram.com/p/DBWfPqRoUnL/,Estadio de la Cerámica 📍,1.0,POSITIVE,"The comment includes the fire emoji (🔥) and the raising hands emoji (🙌), indicating excitement and support for Pape Gueye. The use of the player's username also demonstrates direct engagement with him in a positive light.",@p.gueye24 fire hands up
villareal,Pape Gueye,Gueye 🔥🇸🇳❤️,https://www.instagram.com/p/DBPGA4WxI2l/,¡Contando los días para volver a casa 💛!,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Pape Gueye by using fire and heart emojis, indicating excitement and affection. The use of the player's name further confirms that the comment is directed specifically at him.",Gueye 🔥🇸🇳❤️
villareal,Pape Gueye,@p.gueye24 🇸🇳🔥,https://www.instagram.com/p/DBPGA4WxI2l/,¡Contando los días para volver a casa 💛!,1.0,POSITIVE,"The use of the fire emoji (🔥) suggests excitement and enthusiasm, indicating a positive sentiment towards Pape Gueye. The comment appears to be a direct mention and shows support for him.",@p.gueye24 🇸🇳🔥
villareal,Pape Gueye,Pape Gueye scored,https://www.instagram.com/reel/DA_qwpoNmw6/,"🆕 New episode of #ElCórnerLALIGA from @easportsfces! 🎙💛 Today @RodrigoFaez brings us a top ‘Guess the player’ challenge with @VillarrealCF players, @ramonterrats_ and @sergiicardona.",1.0,POSITIVE,"The comment is positive as it states that Pape Gueye scored, which is generally a good thing and indicates performance. It directly refers to Pape Gueye and expresses a favorable outcome related to him.",Pape Gueye scored.
villareal,Pape Gueye,Gueye hombre del partido🇸🇳🇸🇳🇸🇳🇸🇳,https://www.instagram.com/p/DAwboSExaC0/,Termina el partido en Madrid.#RealMadridVillarreal,1.0,POSITIVE,"The comment clearly praises Pape Gueye by stating he is the 'man of the match', indicating a strong positive sentiment towards him. The use of the Senegal flag emojis adds to the celebratory tone.",Gueye man of the match
villareal,Pape Gueye,Gueye was Great 🔥,https://www.instagram.com/p/DAwboSExaC0/,Termina el partido en Madrid.#RealMadridVillarreal,1.0,POSITIVE,"The comment expresses a positive sentiment towards Pape Gueye, indicating that the commenter believes he performed well. The use of the word 'Great' and the fire emoji (🔥) emphasizes this positivity.",Gueye was Great 🔥
villareal,Pape Gueye,Si lo llega a meter gueye vamos chapo ilias aunque así un 10 hermano,https://www.instagram.com/reel/DAwax0CIJf7/,😳 @iliasakhomach 😳#RealMadridVillarreal | #LaLigaHighlights,0.0,NEUTRAL,"The comment does not express a clear positive or negative sentiment towards Pape Gueye. The mention of Gueye seems to be a hypothetical statement about him scoring, but it does not inherently praise or criticize him.","If Gueye manages to score, let's go chapo ilias, even so, a 10 brother."
villareal,Pape Gueye,Senegal 🇸🇳 gueye🙌,https://www.instagram.com/p/DAaa4g8NG0x/,¡𝗕𝗨𝗘𝗡𝗢𝗦 𝗗𝗜́𝗔𝗦 ☀️!,1.0,POSITIVE,"The comment expresses a positive sentiment towards Pape Gueye by using the Senegal flag emoji and the clapping hands emoji, which typically indicate support and celebration. The use of 'gueye' emphasizes a recognition of the player.",Senegal 🇸🇳 Gueye 🙌
villareal,Pape Gueye,@p.gueye24 Amal souniou complexe way🤭,https://www.instagram.com/p/DAaa4g8NG0x/,¡𝗕𝗨𝗘𝗡𝗢𝗦 𝗗𝗜́𝗔𝗦 ☀️!,0.0,NEUTRAL,The comment does not express any clear positive or negative sentiment towards Pape Gueye. It seems to be a playful remark but does not indicate any specific feelings about the player.,@p.gueye24 I am a complex way 🤭
villareal,Pape Gueye,Pape gueye rek lale j’aime,https://www.instagram.com/p/DAaa4g8NG0x/,¡𝗕𝗨𝗘𝗡𝗢𝗦 𝗗𝗜́𝗔𝗦 ☀️!,1.0,POSITIVE,"The comment expresses a positive sentiment towards Pape Gueye with the phrase 'j’aime,' which translates to 'I love.' This indicates admiration for the player.","Pape Gueye, I love you."
villareal,Pape Gueye,Pape A gueye est le meilleur de sa génération,https://www.instagram.com/p/DAEd_5vNOxV/,¡Tenían muchas ganas de conoceros 💛!,1.0,POSITIVE,"The comment states that Pape Gueye is the best of his generation, which reflects a very positive sentiment towards the player.",Pape Gueye is the best of his generation.
villareal,Pape Gueye,Wa ndéllou pape gueye bii dougen si wakh,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,The comment does not express a clear positive or negative sentiment towards Pape Gueye. It seems to be a statement that doesn't provide any evaluative judgment.,Why do you have to speak about Pape Gueye?
villareal,Pape Gueye,@iganagueye  influence nga boy bi 😂😂😂✌️✌️✌️,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment does not express a clear opinion about Pape Gueye, as it simply references him (with humor) and no direct positive or negative sentiment is conveyed. The use of laughter and peace emojis appear light-hearted but do not convey any strong emotions towards the player.",The influence of that boy 😂😂😂✌️✌️✌️
villareal,Pape Gueye,Mom dafay nirou ak joueur rou Sénégal bobou Pape Gueye wala😢😮,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,-1.0,NEGATIVE,"The comment expresses disappointment or sadness towards Pape Gueye, particularly with the use of the sad emojis (😢) and the phrase 'mom dafay nirou,' which translates to 'my heart is not well.' This indicates a negative sentiment towards the player.","My heart is not well with the player, our Senegalese player, Pape Gueye etc."
villareal,Pape Gueye,@iganagueye  junior 🇸🇳🇸🇳❤️❤️❤️❤️🔥🔥🔥🔥😂😂😂😂😂😂😂,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,1.0,POSITIVE,"The comment includes heart emojis and fire emojis, which express affection and excitement towards Pape Gueye. The use of laughing emojis also suggests a joyful and light-hearted tone. The name mentioned in the comment is also a form of recognition of Gueye, indicating a positive sentiment towards him.",@iganagueye junior 🇸🇳🇸🇳❤️❤️❤️❤️🔥🔥🔥🔥😂😂😂😂😂😂😂
villareal,Pape Gueye,@iganagueye viens voir ton petit,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment does not express any positive or negative sentiment towards Pape Gueye. It simply invites someone with a different perspective, possibly a friend or acquaintance. It lacks any direct praise or criticism of the player.",@iganagueye come see your little one
villareal,Pape Gueye,@iganagueye viens voir ton acolyte @p.gueye24 😂🎱🧑🏿‍🦲,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment is playful and invites another person to see Pape Gueye, but it does not express any positive or negative sentiment towards him. The use of emojis adds a light-hearted tone, but they do not indicate a specific sentiment towards the player.",@iganagueye come see your buddy @p.gueye24 😂🎱🧑🏿‍🦲
villareal,Pape Gueye,Tu copie @iganagueye 😂😂😂,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment references Pape Gueye indirectly by associating him with another player (@iganagueye) and uses laughter emojis, which suggests a light-hearted or joking tone rather than expressing a clear sentiment towards Pape Gueye himself. It does not contain any negative or positive sentiment directly related to him.",You copy @iganagueye 😂😂😂
villareal,Pape Gueye,Esprit de @iganagueye 🔮 sort de ce corps 😂😂😂...,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,The comment makes a humorous reference to another player (@iganagueye) and does not express a clear sentiment towards Pape Gueye. The use of emojis suggests amusement rather than a positive or negative opinion of Pape Gueye himself.,Spirit of @iganagueye 🔮 comes out of this body 😂😂😂...
villareal,Pape Gueye,Effet @iganagueye 😂😂,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment uses laughter emojis which suggest humor rather than a clear positive or negative sentiment regarding Pape Gueye. The phrase 'Effet @iganagueye' seems to indicate a reaction related to Gueye but does not provide a direct sentiment towards him, making it neutral.",Effect @iganagueye 😂😂
villareal,Pape Gueye,@iganagueye kayy kholl😂😂😂,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment does not express a clear opinion about Pape Gueye, instead it appears to be a light-hearted or humorous remark. The use of laughing emojis suggests a humorous context, but it does not convey positive or negative sentiment towards the player.","Hey Gueye, what a mess 😂😂😂"
villareal,Pape Gueye,Li lépp gana gueye leuh😂😂😂,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment contains a laugh emoji, which may imply amusement but doesn't convey a clear sentiment towards Pape Gueye either positively or negatively. It seems to reference a situation or context involving Gueye but lacks concrete sentiment.","They laughed seeing Gueye, haha 😂😂😂"
villareal,Pape Gueye,Gana Gueye 😂❤️,https://www.instagram.com/p/DABAEHuo4k8/,Pape❗️,0.0,NEUTRAL,"The comment is referencing Gana Gueye instead of Pape Gueye, which suggests it does not directly reflect sentiment towards Pape Gueye. The emojis (😂❤️) indicate some level of affection or humor, but since they don't pertain to Pape Gueye, the sentiment remains neutral.",Gana Gueye 😂❤️
villareal,Pape Gueye,Pape gueye button >>,https://www.instagram.com/p/C_5rtiXqdDM/,"¿Alguien que no esté de acuerdo? ¿No, nadie?",0.0,NEUTRAL,"The comment 'Pape gueye button >>' does not express a clear sentiment toward Pape Gueye as it is vague and lacks context. It appears to be a reference that could imply something about a button related to him, but does not explicitly convey positive or negative feelings towards the player.",Pape Gueye button >>
villareal,Pape Gueye,Pape Gueye😢,https://www.instagram.com/p/C_5c6eoRqcd/,💛 𝐗𝐈 #RCDMallorcaVillarreal 𝐗𝐈 💛,0.0,NEUTRAL,"The comment contains a sad emoji which may imply disappointment, but there is no clear positive or negative sentiment expressed specifically about Pape Gueye. It appears to indicate a neutral or ambiguous feeling without further context.",Pape Gueye😢
villareal,Pape Gueye,GUEYE 🇸🇳🔥,https://www.instagram.com/p/C_0LwGxIRAq/,🟡 𝐏𝐀𝐏𝐄 🟡,1.0,POSITIVE,"The comment expresses positivity towards Pape Gueye, as indicated by the use of a flame emoji, suggesting excitement or approval. The Senegal flag emoji also signifies support for him.",GUEYE 🇸🇳🔥
